X,Y,SERVICEREQUESTID,STREETADDRESS,CITY,STATE,ZIPCODE,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODEDESCRIPTION,ORGANIZATIONACRONYM,SERVICECALLCOUNT,ADDDATE,RESOLUTIONDATE,SERVICEDUEDATE,SERVICEORDERDATE,INSPECTIONFLAG,INSPECTIONDATE,INSPECTORNAME,SERVICEORDERSTATUS,STATUS_CODE,PRIORITY,DETAILS,WARD,XCOORD,YCOORD,LATITUDE,LONGITUDE,MARADDRESSREPOSITORYID,GIS_ID,GLOBALID,CREATED,EDITED,OBJECTID
400430.109999999,131768.690000001,26-00188219,2720 MARTIN LUTHER KING JR AVENUE SE,WASHINGTON,DC,20032,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,2026/03/26 18:51:15+00,2026/03/26 18:51:15+00,2026/03/27 18:51:15+00,2026/03/26 18:51:15+00,,,,Closed,,Standard,,Ward 8,400430.11,131768.69,38.8537276,-76.99504482,301360,,{4DF33CBF-9F28-3E19-E063-792F520A8DB5},,,12512799
401208.280000001,130497.02,26-00188224,1327 CONGRESS STREET SE,WASHINGTON,DC,20032,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,2026/03/26 18:52:11+00,2026/03/26 18:52:11+00,2026/03/27 18:52:11+00,2026/03/26 18:52:11+00,,,,Closed,,Standard,,Ward 8,401208.28,130497.02,38.84227112,-76.98608198,155741,,{4DF33CBF-9F29-3E19-E063-792F520A8DB5},,,12512800
398299.939999998,144795.16,26-00188230,6615 5TH STREET NW,WASHINGTON,DC,20012,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/26 18:54:11+00,2026/04/23 11:42:33+00,2026/04/23 03:59:00+00,2026/03/26 18:54:11+00,,,,Closed,,Standard,,Ward 4,398299.94,144795.16,38.97107289,-77.01961817,249056,,{4DF33CBF-9F2A-3E19-E063-792F520A8DB5},,,12512801
402424.68,136671.010000002,26-00188241,2401 BENNING ROAD NE,WASHINGTON,DC,20002,VACPROP,DOB - Vacant Private Property Inspection,Department of Buildings (DOB),DOB,1,2026/03/26 18:56:09+00,2026/03/31 18:10:48+00,2026/04/02 18:56:09+00,2026/03/26 18:56:09+00,,,,Closed,,Standard,,Ward 7,402424.68,136671.01,38.89788641,-76.97204865,47877,,{4DF33CBF-9F2B-3E19-E063-792F520A8DB5},,,12512802
397587.479999997,142447.030000001,26-00188242,1205 EMERSON STREET NW,WASHINGTON,DC,20011,S0441,Trash Collection - Missed,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/26 18:56:17+00,2026/03/27 13:36:14+00,2026/03/30 18:56:17+00,2026/03/26 18:56:17+00,,,,Closed,,Standard,,Ward 4,397587.48,142447.03,38.94991867,-77.02783147,252870,,{4DF33CBF-9F2C-3E19-E063-792F520A8DB5},,,12512803
400430.109999999,131768.690000001,26-00188243,2720 MARTIN LUTHER KING JR AVENUE SE,WASHINGTON,DC,20032,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,2026/03/26 18:56:25+00,2026/03/26 18:56:25+00,2026/03/27 18:56:25+00,2026/03/26 18:56:25+00,,,,Closed,,Standard,,Ward 8,400430.11,131768.69,38.8537276,-76.99504482,301360,,{4DF33CBF-9F2D-3E19-E063-792F520A8DB5},,,12512804
399559.700000003,138198.359999999,26-00188247,139 QUINCY PLACE NE,WASHINGTON,DC,20002,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/26 18:57:18+00,2026/03/31 12:08:35+00,2026/04/01 03:59:00+00,2026/03/26 18:57:18+00,,,,Closed,,Standard,,Ward 5,399559.7,138198.36,38.91164855,-77.00507669,65381,,{4DF33CBF-9F2E-3E19-E063-792F520A8DB5},,,12512805
405317.229999997,134217.350000001,26-00188248,920 BURNS STREET SE,WASHINGTON,DC,20019,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,2026/03/26 18:57:21+00,2026/03/26 18:57:21+00,2026/03/27 18:57:21+00,2026/03/26 18:57:21+00,,,,Closed,,Standard,,Ward 7,405317.23,134217.35,38.87577018,-76.93872276,82510,,{4DF33CBF-9F2F-3E19-E063-792F520A8DB5},,,12512806
398485.770000003,142865.390000001,26-00188249,5200 KANSAS AVENUE NW,WASHINGTON,DC,20011,S0457,Tree Inspection,Urban Forrestry,DDOT,1,2026/03/26 18:57:26+00,2026/03/26 19:31:14+00,2026/04/02 18:57:26+00,2026/03/26 18:57:26+00,,,,Closed,,Standard,,Ward 4,398485.77,142865.39,38.95368938,-77.01746948,249545,,{4DF33CBF-9F30-3E19-E063-792F520A8DB5},,,12512807
392955.549999997,143891.32,26-00188250,5440 41ST PLACE NW,WASHINGTON,DC,20015,SIGTRAMA,Traffic Lights and Pedestrian Walk Signals,Toa- Trans Sys Mnt,DDOT,1,2026/03/26 18:57:37+00,2026/03/27 13:16:02+00,2026/03/30 18:57:37+00,2026/03/26 18:57:37+00,,,,Closed,,Standard,,Ward 3,392955.55,143891.32,38.96290394,-77.08128146,264712,,{4DF33CBF-9F31-3E19-E063-792F520A8DB5},,,12512808
394855.490000002,137397.940000001,26-00188251,1064 30TH STREET NW,WASHINGTON,DC,20007,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/26 18:57:54+00,2026/04/22 17:41:27+00,2026/04/23 03:59:00+00,2026/03/26 18:57:54+00,,,,Closed,,Standard,,Ward 2,394855.49,137397.94,38.90442314,-77.05931059,273865,,{4DF33CBF-9F32-3E19-E063-792F520A8DB5},,,12512809
401861.740000002,130637.539999999,26-00188254,1760 MISSISSIPPI AVENUE SE,WASHINGTON,DC,20020,S0301,Pothole,Toa-Street & Bridge Maintenance,DDOT,1,2026/03/26 18:59:01+00,2026/03/27 18:51:24+00,2026/03/31 18:59:01+00,2026/03/26 18:59:01+00,,,,Closed,,Standard,,Ward 8,401861.74,130637.54,38.84353585,-76.97855448,298946,,{4DF33CBF-9F33-3E19-E063-792F520A8DB5},,,12512810
398474.682999998,142811.061999999,26-00188255,KANSAS AVENUE NW AND 4TH STREET NW,WASHINGTON,DC,20011,S0457,Tree Inspection,Urban Forrestry,DDOT,1,2026/03/26 18:59:20+00,2026/03/26 19:31:25+00,2026/04/02 18:59:20+00,2026/03/26 18:59:20+00,,,,Closed,,Standard,,Ward 4,398474.68300454,142811.06192196,38.95319962,-77.01759727,904426,,{4DF33CBF-9F34-3E19-E063-792F520A8DB5},,,12512811
398559.82,137341.940000001,26-00188257,415 L STREET NW,WASHINGTON,DC,20001,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,2026/03/26 18:59:29+00,2026/03/26 18:59:29+00,2026/03/27 18:59:29+00,2026/03/26 18:59:29+00,,,,Closed,,Standard,,Ward 6,398559.82,137341.94,38.90393255,-77.01660359,310446,,{4DF33CBF-9F35-3E19-E063-792F520A8DB5},,,12512812
393016.770000003,143891.219999999,26-00188260,4100 LIVINGSTON STREET NW,WASHINGTON,DC,20015,SIGNMISS_v2,Roadway Signs,,DDOT,1,2026/03/26 19:00:51+00,2026/04/14 18:16:00+00,2026/10/01 19:00:51+00,2026/03/26 19:00:51+00,,,,Closed,,Standard,,Ward 3,393016.77,143891.22,38.96290386,-77.08057509,264724,,{4DF33CBF-9F36-3E19-E063-792F520A8DB5},,,12512813
400430.109999999,131768.690000001,26-00188261,2720 MARTIN LUTHER KING JR AVENUE SE,WASHINGTON,DC,20032,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,2026/03/26 19:00:55+00,2026/03/26 19:00:55+00,2026/03/27 19:00:55+00,2026/03/26 19:00:55+00,,,,Closed,,Standard,,Ward 8,400430.11,131768.69,38.8537276,-76.99504482,301360,,{4DF33CBF-9F37-3E19-E063-792F520A8DB5},,,12512814
400407.505999997,135195.601,26-00188262,700 - 799 BLOCK OF D STREET SE,WASHINGTON,DC,20003,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/26 19:01:03+00,2026/03/26 20:09:05+00,2026/03/27 19:01:03+00,2026/03/26 19:01:03+00,,,,Closed,,Standard,,Ward 6,400407.50611033,135195.60095489,38.88459829,-76.99530321,803117,,{4DF33CBF-9F38-3E19-E063-792F520A8DB5},,,12512815
398446.43,142870.449999999,26-00188263,5216 4TH STREET NW,WASHINGTON,DC,20011,SIGNMISS_v2,Roadway Signs,,DDOT,1,2026/03/26 19:01:53+00,2026/06/16 01:05:57+00,2026/10/01 19:01:53+00,2026/03/26 19:01:53+00,,,,Closed,,Standard,,Ward 4,398446.43,142870.45,38.95373489,-77.01792336,248634,,{4DF33CBF-9F39-3E19-E063-792F520A8DB5},,,12512816
394029.899999999,137956.030000001,26-00188264,1525 35TH STREET NW,WASHINGTON,DC,20007,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/26 19:02:06+00,2026/03/30 14:39:24+00,2026/03/31 03:59:00+00,2026/03/26 19:02:06+00,,,,Closed,,Standard,,Ward 2,394029.9,137956.03,38.90944506,-77.06883358,275711,,{4DF33CBF-9F3A-3E19-E063-792F520A8DB5},,,12512817
393208.079999998,143936.91,26-00188268,3917 LIVINGSTON STREET NW,WASHINGTON,DC,20015,GRAFF,Graffiti Removal,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/26 19:03:34+00,2026/03/31 10:13:44+00,2026/04/09 19:03:33+00,2026/03/26 19:03:34+00,,,,Closed,,Standard,,Ward 3,393208.08,143936.91,38.96331695,-77.07836813,264810,,{4DF33CBF-9F3B-3E19-E063-792F520A8DB5},,,12512818
398741.170000002,137268.879999999,26-00188270,1050 NEW JERSEY AVENUE NW,WASHINGTON,DC,20001,S0181,Illegal Dumping,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/26 19:03:35+00,2026/03/31 10:13:55+00,2026/04/14 19:03:35+00,2026/03/26 19:03:35+00,,,,Closed,,Standard,,Ward 6,398741.17,137268.88,38.90327434,-77.0145127,300893,,{4DF33CBF-9F3C-3E19-E063-792F520A8DB5},,,12512819
396146.640000001,138241.140000001,26-00188272,1627 CONNECTICUT AVENUE NW,WASHINGTON,DC,20009,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/26 19:03:52+00,2026/03/26 19:42:05+00,2026/03/27 19:03:52+00,2026/03/26 19:03:52+00,,,,Closed,,Standard,,Ward 2,396146.64,138241.14,38.91202559,-77.04442977,241023,,{4DF33CBF-9F3D-3E19-E063-792F520A8DB5},,,12512820
403123.189999998,139207.300000001,26-00188273,2330 31ST STREET NE,WASHINGTON,DC,20018,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/26 19:04:26+00,2026/03/31 15:38:42+00,2026/03/31 23:59:00+00,2026/03/26 19:04:26+00,,,,Closed,,Standard,,Ward 5,403123.19,139207.3,38.92073197,-76.9639848,48458,,{4DF33CBF-9F3E-3E19-E063-792F520A8DB5},,,12512821
397453.280000001,140713.170000002,26-00188274,3579 13TH STREET NW,WASHINGTON,DC,20010,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/26 19:04:44+00,2026/03/26 20:48:05+00,2026/03/27 19:04:44+00,2026/03/26 19:04:44+00,,,,Closed,,Standard,,Ward 1,397453.28,140713.17,38.93429885,-77.0293732,230626,,{4DF33CBF-9F3F-3E19-E063-792F520A8DB5},,,12512822
393969.340000004,143931.41,26-00188278,5501 NEVADA AVENUE NW,WASHINGTON,DC,20015,GRAFF,Graffiti Removal,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/26 19:06:36+00,2026/03/31 10:13:50+00,2026/04/09 19:06:35+00,2026/03/26 19:06:36+00,,,,Closed,,Standard,,Ward 3,393969.34,143931.41,38.96327296,-77.06958434,263083,,{4DF33CBF-9F40-3E19-E063-792F520A8DB5},,,12512823
400430.109999999,131768.690000001,26-00188279,2720 MARTIN LUTHER KING JR AVENUE SE,WASHINGTON,DC,20032,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,2026/03/26 19:06:39+00,2026/03/26 19:06:39+00,2026/03/27 19:06:39+00,2026/03/26 19:06:39+00,,,,Closed,,Standard,,Ward 8,400430.11,131768.69,38.8537276,-76.99504482,301360,,{4DF33CBF-9F41-3E19-E063-792F520A8DB5},,,12512824
401726.060000002,136281.050000001,26-00188282,336 17TH PLACE NE,WASHINGTON,DC,20002,RPP,Residential Parking Permit Violation,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/26 19:07:43+00,2026/03/27 11:13:55+00,2026/03/27 19:07:43+00,2026/03/26 19:07:43+00,,,,Closed,,Standard,,Ward 7,401726.06,136281.05,38.89437516,-76.98010322,35661,,{4DF33CBF-9F42-3E19-E063-792F520A8DB5},,,12512825
398250.369999997,137479.629999999,26-00188285,1134 6TH STREET NW,WASHINGTON,DC,20001,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/26 19:09:41+00,2026/03/30 16:54:05+00,2026/04/14 19:09:41+00,2026/03/26 19:09:41+00,,,,Closed,,Standard,,Ward 2,398250.37,137479.63,38.90517201,-77.02017153,238636,,{4DF33CBF-9F43-3E19-E063-792F520A8DB5},,,12512826
399587.57,129875.890000001,26-00188286,122 WILMINGTON PLACE SE,WASHINGTON,DC,20032,S0181,Illegal Dumping,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/26 19:09:56+00,2026/04/14 15:17:09+00,2026/04/14 19:09:56+00,2026/03/26 19:09:56+00,,,,Closed,,Standard,,Ward 8,399587.57,129875.89,38.83667643,-77.00475036,71087,,{4DF33CBF-9F44-3E19-E063-792F520A8DB5},,,12512827
400178.229999997,137410.07,26-00188287,608 MORTON PLACE NE,WASHINGTON,DC,20002,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/26 19:10:02+00,2026/03/30 12:06:37+00,2026/03/31 03:59:00+00,2026/03/26 19:10:02+00,,,,Closed,,Standard,,Ward 6,400178.23,137410.07,38.90454745,-76.9979452,151059,,{4DF33CBF-9F45-3E19-E063-792F520A8DB5},,,12512828
401933.009999998,131190.670000002,26-00188288,1849 ALABAMA AVENUE SE,WASHINGTON,DC,20020,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/26 19:10:07+00,2026/03/26 20:18:06+00,2026/03/27 19:10:07+00,2026/03/26 19:10:07+00,,,,Closed,,Standard,,Ward 8,401933.01,131190.67,38.84851853,-76.97773196,54737,,{4DF33CBF-9F46-3E19-E063-792F520A8DB5},,,12512829
397023.770000003,139608.940000001,26-00188293,2622 UNIVERSITY PLACE NW,WASHINGTON,DC,20009,S0021,Bicycle Services,Department of Transportation,DDOT,1,2026/03/26 19:11:24+00,2026/06/22 19:56:02+00,2026/06/23 19:11:24+00,2026/03/26 19:11:24+00,,,,Closed,,Standard,,Ward 1,397023.77,139608.94,38.92435025,-77.03432227,234284,,{4DF33CBF-9F47-3E19-E063-792F520A8DB5},,,12512830
396981.299999997,138733.5,26-00188296,1924 15TH STREET NW,WASHINGTON,DC,20009,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/26 19:11:58+00,2026/04/23 12:11:20+00,2026/04/23 03:59:00+00,2026/03/26 19:11:58+00,,,,Closed,,Standard,,Ward 2,396981.3,138733.5,38.91646419,-77.03480819,242128,,{4DF33CBF-9F48-3E19-E063-792F520A8DB5},,,12512831
405426.799999997,135840.07,26-00188297,4500 BENNING ROAD NE,WASHINGTON,DC,20019,S0346,Sanitation Enforcement,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/26 19:12:47+00,2026/04/01 12:09:04+00,2026/04/02 19:12:47+00,2026/03/26 19:12:47+00,,,,Closed,,Standard,,Ward 7,405426.8,135840.07,38.89038726,-76.93744723,289235,,{4DF3725C-CEA2-16A5-E063-792F520AD424},,,12512832
405753.630000003,135977.510000002,26-00188298,147 48TH PLACE NE,WASHINGTON,DC,20019,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,2026/03/26 19:12:47+00,2026/03/26 19:12:47+00,2026/03/27 19:12:47+00,2026/03/26 19:12:47+00,,,,Closed,,Standard,,Ward 7,405753.63,135977.51,38.89162362,-76.93367883,62771,,{4DF3725C-CEA3-16A5-E063-792F520AD424},,,12512833
400523.494000003,130495.609000001,26-00188300,WHEELER ROAD SE AND SAVANNAH STREET SE,WASHINGTON,DC,20032,SPSTDAMA,Traffic Safety Input,Department of Transportation,DDOT,1,2026/03/26 19:12:49+00,2026/03/26 19:21:05+00,2026/03/27 19:12:49+00,2026/03/26 19:12:49+00,,,,Closed,,Standard,,Ward 8,400523.49366244,130495.60914253,38.84225875,-76.99396995,904228,,{4DF3725C-CEA4-16A5-E063-792F520AD424},,,12512834
401146.57,135358.239999998,26-00188301,1333 SOUTH CAROLINA AVENUE SE,WASHINGTON,DC,20003,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/26 19:13:24+00,2026/04/24 16:40:59+00,2026/04/25 03:59:00+00,2026/03/26 19:13:24+00,,,,Closed,,Standard,,Ward 6,401146.57,135358.24,38.88606308,-76.9867847,66924,,{4DF3725C-CEA5-16A5-E063-792F520AD424},,,12512835
393448.240000002,140448.18,26-00188302,3838 WOODLEY ROAD NW,WASHINGTON,DC,20016,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/26 19:13:36+00,2026/03/31 14:40:13+00,2026/04/01 03:59:00+00,2026/03/26 19:13:36+00,,,,Closed,,Standard,,Ward 3,393448.24,140448.18,38.93189133,-77.07556374,222184,,{4DF3725C-CEA6-16A5-E063-792F520AD424},,,12512836
406074.530000001,134899.870000001,26-00188303,5011 KIMI GRAY COURT SE,WASHINGTON,DC,20019,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/26 19:13:40+00,2026/04/02 13:08:36+00,2026/04/03 03:59:00+00,2026/03/26 19:13:40+00,,,,Closed,,Standard,,Ward 7,406074.53,134899.87,38.88191368,-76.92998939,307421,,{4DF3725C-CEA7-16A5-E063-792F520AD424},,,12512837
398362.380000003,142828.989999998,26-00188306,431 HAMILTON STREET NW,WASHINGTON,DC,20011,S0441,Trash Collection - Missed,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/26 19:14:03+00,2026/03/27 13:06:04+00,2026/03/30 19:14:03+00,2026/03/26 19:14:03+00,,,,Closed,,Standard,,Ward 4,398362.38,142828.99,38.95336125,-77.01889293,248611,,{4DF3725C-CEA8-16A5-E063-792F520AD424},,,12512838
393448.240000002,140448.18,26-00188308,3838 WOODLEY ROAD NW,WASHINGTON,DC,20016,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/26 19:14:44+00,2026/04/14 15:13:55+00,2026/04/15 03:59:00+00,2026/03/26 19:14:44+00,,,,Closed,,Standard,,Ward 3,393448.24,140448.18,38.93189133,-77.07556374,222184,,{4DF3725C-CEA9-16A5-E063-792F520AD424},,,12512839
393153.649999999,143991.510000002,26-00188309,3928 MORRISON STREET NW,WASHINGTON,DC,20015,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2026/03/26 19:15:50+00,2026/03/27 11:49:03+00,2026/04/02 19:15:50+00,2026/03/26 19:15:50+00,,,,Closed,,Standard,,Ward 3,393153.65,143991.51,38.96380838,-77.07899672,264822,,{4DF3725C-CEAA-16A5-E063-792F520AD424},,,12512840
390654.130000003,140349.649999999,26-00188314,5524 1/2 MACARTHUR BOULEVARD NW,WASHINGTON,DC,20016,S0321,Recycling Collection - Missed,SWMA- Solid Waste Management Administration,DPW,1,2026/03/26 19:17:22+00,2026/03/30 18:35:46+00,2026/03/30 19:17:22+00,2026/03/26 19:17:22+00,,,,Closed,,Standard,,Ward 3,390654.13,140349.65,38.93097813,-77.10778783,300106,,{4DF3725C-CEAB-16A5-E063-792F520AD424},,,12512841
398396.729999997,141360.329999998,26-00188315,427 SHEPHERD STREET NW,WASHINGTON,DC,20011,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/26 19:17:53+00,2026/04/01 12:37:42+00,2026/04/02 03:59:00+00,2026/03/26 19:17:53+00,,,,Closed,,Standard,,Ward 4,398396.73,141360.33,38.94013088,-77.01849321,247956,,{4DF3725C-CEAC-16A5-E063-792F520AD424},,,12512842
401173.890000001,133118.530000001,26-00188316,1327 U STREET SE,WASHINGTON,DC,20020,S0423,Supercan - Repair,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/26 19:18:04+00,2026/04/17 17:44:19+00,2026/04/24 19:18:04+00,2026/03/26 19:18:04+00,,,,Closed,,Standard,,Ward 8,401173.89,133118.53,38.86588652,-76.98647364,67257,,{4DF3725C-CEAD-16A5-E063-792F520AD424},,,12512843
398612.670000002,136948.32,26-00188317,317 H STREET NW,WASHINGTON,DC,20001,SIGTRAMA,Traffic Lights and Pedestrian Walk Signals,Toa- Trans Sys Mnt,DDOT,1,2026/03/26 19:18:06+00,2026/03/26 21:41:03+00,2026/03/30 19:18:06+00,2026/03/26 19:18:06+00,,,,Closed,,Standard,,Ward 6,398612.67,136948.32,38.90038677,-77.01599349,237743,,{4DF3725C-CEAE-16A5-E063-792F520AD424},,,12512844
395830.060000002,138506.280000001,26-00188318,1809 PHELPS PLACE NW,WASHINGTON,DC,20008,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/26 19:18:37+00,2026/03/26 20:36:13+00,2026/03/27 19:18:36+00,2026/03/26 19:18:37+00,,,,Closed,,Standard,,Ward 2,395830.06,138506.28,38.91441228,-77.04808159,235107,,{4DF3725C-CEAF-16A5-E063-792F520AD424},,,12512845
399928.009999998,138688.149999999,26-00188322,1914 4TH STREET NE,WASHINGTON,DC,20002,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/26 19:19:00+00,2026/03/26 22:03:06+00,2026/03/27 19:19:00+00,2026/03/26 19:19:00+00,,,,Closed,,Standard,,Ward 5,399928.01,138688.15,38.91606085,-77.0008301,149131,,{4DF3725C-CEB0-16A5-E063-792F520AD424},,,12512846
398152.469999999,143188.210000001,26-00188323,607 KENNEDY STREET NW,WASHINGTON,DC,20011,RPP,Residential Parking Permit Violation,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/26 19:19:03+00,2026/03/26 23:19:01+00,2026/03/27 19:19:03+00,2026/03/26 19:19:03+00,,,,Closed,,Standard,,Ward 4,398152.47,143188.21,38.95659679,-77.02131559,246733,,{4DF3725C-CEB1-16A5-E063-792F520AD424},,,12512847
398519.829999998,144094.949999999,26-00188324,314 RITTENHOUSE STREET NW,WASHINGTON,DC,20011,S0336,Out of State Parking Violation (ROSA),PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/26 19:19:08+00,2026/03/27 05:11:25+00,2026/05/08 19:19:08+00,2026/03/26 19:19:08+00,,,,Closed,,Standard,,Ward 4,398519.83,144094.95,38.96476563,-77.01707919,249207,,{4DF3725C-CEB2-16A5-E063-792F520AD424},,,12512848
395076.670000002,145860.800000001,26-00188325,6901 GREENVALE STREET NW,WASHINGTON,DC,20015,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/26 19:19:12+00,2026/04/22 18:11:39+00,2026/04/23 03:59:00+00,2026/03/26 19:19:12+00,,,,Closed,,Standard,,Ward 4,395076.67,145860.8,38.98066026,-77.05682135,261170,,{4DF3725C-CEB3-16A5-E063-792F520AD424},,,12512849
400430.109999999,131768.690000001,26-00188327,2720 MARTIN LUTHER KING JR AVENUE SE,WASHINGTON,DC,20032,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,2026/03/26 19:19:44+00,2026/03/26 19:19:44+00,2026/03/27 19:19:44+00,2026/03/26 19:19:44+00,,,,Closed,,Standard,,Ward 8,400430.11,131768.69,38.8537276,-76.99504482,301360,,{4DF3725C-CEB4-16A5-E063-792F520AD424},,,12512850
395859.460000001,138493.579999998,26-00188328,2129 S STREET NW,WASHINGTON,DC,20008,S0441,Trash Collection - Missed,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/26 19:19:44+00,2026/04/11 17:11:16+00,2026/03/30 19:19:44+00,2026/03/26 19:19:44+00,,,,Closed,,Standard,,Ward 2,395859.46,138493.58,38.91429834,-77.04774252,279554,,{4DF3725C-CEB5-16A5-E063-792F520AD424},,,12512851
398184.219999999,141945.800000001,26-00188330,619 ALLISON STREET NW,WASHINGTON,DC,20011,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,2026/03/26 19:19:49+00,2026/03/26 19:19:49+00,2026/03/27 19:19:49+00,2026/03/26 19:19:49+00,,,,Closed,,Standard,,Ward 4,398184.22,141945.8,38.94540489,-77.02094599,247371,,{4DF3725C-CEB6-16A5-E063-792F520AD424},,,12512852
391931.840000004,141357.43,26-00188331,4708 SEDGWICK STREET NW,WASHINGTON,DC,20016,S0457,Tree Inspection,Urban Forrestry,DDOT,1,2026/03/26 19:20:07+00,2026/03/27 15:16:32+00,2026/04/02 19:20:06+00,2026/03/26 19:20:07+00,,,,Closed,,Standard,,Ward 3,391931.84,141357.43,38.94006951,-77.0930636,266827,,{4DF3725C-CEB7-16A5-E063-792F520AD424},,,12512853
404722.469999999,133380.93,26-00188332,1512 FORT DAVIS PLACE SE,WASHINGTON,DC,20020,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,2026/03/26 19:20:10+00,2026/03/26 19:20:10+00,2026/03/27 19:20:10+00,2026/03/26 19:20:10+00,,,,Closed,,Standard,,Ward 7,404722.47,133380.93,38.86823876,-76.94558268,61983,,{4DF3725C-CEB8-16A5-E063-792F520AD424},,,12512854
399930.630000003,135134.359999999,26-00188335,403 4TH STREET SE,WASHINGTON,DC,20003,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/26 19:20:30+00,2026/03/30 14:08:40+00,2026/03/31 03:59:00+00,2026/03/26 19:20:30+00,,,,Closed,,Standard,,Ward 6,399930.63,135134.36,38.88404703,-77.00079953,27716,,{4DF3725C-CEB9-16A5-E063-792F520AD424},,,12512855
406100.68,135744.050000001,26-00188337,5001 EAST CAPITOL STREET SE,WASHINGTON,DC,20019,S0181,Illegal Dumping,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/26 19:21:05+00,2026/04/02 18:12:37+00,2026/04/14 19:21:05+00,2026/03/26 19:21:05+00,,,,Closed,,Standard,,Ward 7,406100.68,135744.05,38.88951785,-76.92968051,305803,,{4DF3725C-CEBA-16A5-E063-792F520AD424},,,12512856
393640.140000001,144088.539999999,26-00188339,3746 MCKINLEY STREET NW,WASHINGTON,DC,20015,GRAFF,Graffiti Removal,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/26 19:21:24+00,2026/03/31 10:14:01+00,2026/04/09 19:21:24+00,2026/03/26 19:21:24+00,,,,Closed,,Standard,,Ward 3,393640.14,144088.54,38.96468611,-77.07338425,264001,,{4DF3725C-CEBB-16A5-E063-792F520AD424},,,12512857
400751.689999998,129098.5,26-00188340,857 H R DRIVE SE,WASHINGTON,DC,20032,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,2026/03/26 19:21:41+00,2026/03/26 19:21:41+00,2026/03/27 19:21:41+00,2026/03/26 19:21:41+00,,,,Closed,,Standard,,Ward 8,400751.69,129098.5,38.82967312,-76.99134291,278708,,{4DF3725C-CEBC-16A5-E063-792F520AD424},,,12512858
